3
15
0 78 545 556 653 488 632 60 241 396 293 658 587 380 495 
78 0 507 617 721 541 703 96 192 366 307 698 556 455 488 
545 507 0 720 1171 1031 872 494 634 817 812 618 75 752 216 
556 617 720 0 729 751 159 520 798 936 773 240 699 270 515 
653 721 1171 729 0 243 644 689 752 733 540 962 1196 487 1051 
488 541 1031 751 243 0 715 537 531 492 307 957 1068 480 949 
632 703 872 159 644 715 0 609 868 984 801 380 854 273 671 
60 96 494 520 689 537 609 0 284 449 353 607 533 371 435 
241 192 634 798 752 531 868 284 0 186 230 890 695 604 659 
396 366 817 936 733 492 984 449 186 0 204 1054 881 711 845 
293 307 812 773 540 307 801 353 230 204 0 922 863 528 786 
658 698 618 240 962 957 380 607 890 1054 922 0 575 483 402 
587 556 75 699 1196 1068 854 533 695 881 863 575 0 758 184 
380 455 752 270 487 480 273 371 604 711 528 483 758 0 592 
495 488 216 515 1051 949 671 435 659 845 786 402 184 592 0 
0 741 593 621 886 432 220 473 580 238 833 842 716 189 699 
741 0 148 286 297 343 591 539 384 575 198 115 276 590 630 
593 148 0 224 381 215 446 428 322 431 293 256 266 442 563 
621 286 224 0 578 382 417 273 537 399 480 394 95 436 346 
886 297 381 578 0 454 795 809 342 783 99 221 574 780 924 
432 343 215 382 454 0 359 467 200 351 401 426 454 335 663 
220 591 446 417 795 359 0 254 551 18 724 702 512 43 484 
473 539 428 273 809 467 254 0 664 239 718 653 348 293 232 
580 384 322 537 342 200 551 664 0 546 334 417 588 523 850 
238 575 431 399 783 351 18 239 546 0 711 687 494 55 470 
833 198 293 480 99 401 724 718 334 711 0 128 474 712 826 
842 115 256 394 221 426 702 653 417 687 128 0 369 699 732 
716 276 266 95 574 454 512 348 588 494 474 369 0 531 366 
189 590 442 436 780 335 43 293 523 55 712 699 531 0 525 
699 630 563 346 924 663 484 232 850 470 826 732 366 525 0 
0 676 518 207 701 109 361 114 645 365 868 911 839 974 265 
676 0 513 471 400 765 316 789 269 312 521 454 588 422 720 
518 513 0 384 815 625 366 608 693 413 377 460 325 567 736 
207 471 384 0 563 307 154 322 481 167 693 719 682 773 356 
701 400 815 563 0 742 469 791 133 426 916 854 973 810 589 
109 765 625 307 742 0 455 59 705 452 978 1018 948 1079 219 
361 316 366 154 469 455 0 475 363 46 599 603 610 639 457 
114 789 608 322 791 59 475 0 746 478 969 1018 933 1085 278 
645 269 693 481 133 705 363 746 0 326 783 723 839 685 586 
365 312 413 167 426 452 46 478 326 0 636 633 652 661 432 
868 521 377 693 916 978 599 969 783 636 0 133 111 271 1045 
911 454 460 719 854 1018 603 1018 723 633 133 0 244 137 1059 
839 588 325 682 973 948 610 933 839 652 111 244 0 382 1038 
974 422 567 773 810 1079 639 1085 685 661 271 137 382 0 1093 
265 720 736 356 589 219 457 278 586 432 1045 1059 1038 1093 0 
